name,new_name,description,filter,scale,formula,comment
UNC_CHA_RxC_IRQ1_REJECT.SF_VICTIM,,,,,,
UNC_CHA_RxC_IRQ1_REJECT.VICTIM,,,,,,
UNC_CHA_RxC_IRQ1_REJECT.LLC_OR_SF_WAY,,,,,,
UNC_CHA_RxC_IRQ1_REJECT.ALLOW_SNP,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.AD_REQ_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.AD_RSP_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.BL_RSP_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.BL_WB_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.BL_NCB_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.BL_NCS_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.AK_NON_UPI,,,,,,
UNC_CHA_RxC_ISMQ0_REJECT.IV_NON_UPI,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.AD_REQ_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.AD_RSP_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.BL_RSP_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.BL_WB_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.BL_NCB_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.BL_NCS_VN0,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.AK_NON_UPI,,,,,,
UNC_CHA_RxC_ISMQ0_RETRY.IV_NON_UPI,,,,,,
UNC_CHA_RxC_ISMQ1_REJECT.ANY0,,,,,,
UNC_CHA_RxC_ISMQ1_REJECT.HA,,,,,,
UNC_CHA_RxC_ISMQ1_RETRY.ANY0,,,,,,
UNC_CHA_RxC_ISMQ1_RETRY.HA,,,,,,
UNC_CHA_RxC_OCCUPANCY.IRQ,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.AD_REQ_VN0,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.AD_RSP_VN0,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.BL_RSP_VN0,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.BL_WB_VN0,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.BL_NCB_VN0,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.BL_NCS_VN0,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.AK_NON_UPI,,,,,,
UNC_CHA_RxC_OTHER0_RETRY.IV_NON_UPI,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.ANY0,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.HA,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.LLC_VICTIM,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.SF_VICTIM,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.VICTIM,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.LLC_OR_SF_WAY,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.ALLOW_SNP,,,,,,
UNC_CHA_RxC_OTHER1_RETRY.PA_MATCH,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.AD_REQ_VN0,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.AD_RSP_VN0,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.BL_RSP_VN0,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.BL_WB_VN0,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.BL_NCB_VN0,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.BL_NCS_VN0,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.AK_NON_UPI,,,,,,
UNC_CHA_RxC_PRQ0_REJECT.IV_NON_UPI,,,,,,
