Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed,QPCTime
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.014131,8.268,8.332,0.184,1.447,7.840,27275560654
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.008981,7.951,8.346,2.432,10.825,21.337,27275509145
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.022420,8.289,8.346,0.170,1.486,7.898,27275643541
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.017216,8.236,8.343,2.611,10.837,21.445,27275591503
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.030645,8.225,8.343,0.130,1.594,8.015,27275725794
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.026219,9.003,8.334,1.855,10.128,20.775,27275681532
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.038858,8.212,8.334,0.119,1.698,8.137,27275807917
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.033896,7.677,8.336,2.444,10.757,21.435,27275758298
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.047317,8.459,8.336,0.117,1.458,8.014,27275892510
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.042859,8.963,8.348,1.805,9.941,20.820,27275847927
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.055786,8.469,8.348,0.174,1.137,7.892,27275977200
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.050726,7.867,8.342,2.096,10.263,21.294,27275926598
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.064109,8.323,8.342,0.176,1.051,7.911,27276060429
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.059209,8.483,8.360,1.788,9.987,21.171,27276011433
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.072401,8.292,8.360,0.163,0.984,7.979,27276143352
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.067024,7.814,8.333,2.192,10.490,21.689,27276089576
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.080791,8.390,8.333,0.149,0.821,7.922,27276227251
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.075047,8.023,8.347,2.493,10.804,22.014,27276169804
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.089156,8.365,8.347,0.157,0.905,7.904,27276310902
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.083470,8.423,8.360,2.403,10.657,21.950,27276254037
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.097508,8.352,8.360,0.214,0.774,7.911,27276394423
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.091696,8.227,8.329,2.467,10.622,22.052,27276336303
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.105826,8.317,8.329,0.180,0.705,7.923,27276477597
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.100092,8.395,8.339,2.247,10.584,21.996,27276420257
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.114183,8.357,8.339,0.148,0.561,7.905,27276561168
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.108308,8.216,8.350,2.373,10.607,22.130,27276502417
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.122496,8.313,8.350,0.209,0.539,7.942,27276644298
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.116700,8.392,8.340,2.232,10.387,22.078,27276586339
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.130860,8.364,8.340,0.153,0.430,7.917,27276727939
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.124818,8.118,8.348,2.288,10.437,22.307,27276667518
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.139173,8.313,8.348,0.172,1.414,7.952,27276811070
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.133038,8.220,8.354,2.230,10.534,22.441,27276749722
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.147526,8.353,8.354,0.160,1.293,7.953,27276894602
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.141160,8.122,8.335,2.443,10.575,22.653,27276830940
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.155957,8.431,8.335,0.164,1.059,7.856,27276978911
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.149557,8.397,8.341,2.204,10.414,22.598,27276914906
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.164230,8.273,8.341,0.160,1.199,7.925,27277061639
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.157817,8.260,8.353,2.167,10.515,22.690,27276997510
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.172590,8.360,8.353,0.239,1.036,7.918,27277145237
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.165871,8.054,8.344,2.488,10.672,22.980,27277078050
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.180913,8.323,8.344,0.155,0.933,7.938,27277228468
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.174457,8.586,8.331,2.120,10.342,22.725,27277163910
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.189258,8.346,8.331,0.195,0.899,7.923,27277311924
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.182885,8.428,8.356,1.937,10.206,22.652,27277248190
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.197615,8.357,8.356,0.196,0.766,7.922,27277395492
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.190826,7.941,8.337,2.287,10.486,23.048,27277327599
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.206032,8.417,8.337,0.200,0.566,7.842,27277479662
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.198849,8.023,8.347,2.500,10.851,23.372,27277407832
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.214406,8.374,8.347,0.184,0.656,7.816,27277563400
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.207204,8.355,8.339,2.512,10.828,23.356,27277491381
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.222652,8.245,8.339,0.172,0.750,7.909,27277645854
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.215400,8.196,8.350,2.651,10.871,23.511,27277573344
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.231035,8.383,8.350,0.184,0.579,7.876,27277729687
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.224422,9.021,8.342,1.882,10.086,22.832,27277663558
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.239415,8.380,8.342,0.239,0.929,7.839,27277813486
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.232186,7.764,8.354,2.331,10.471,23.422,27277741196
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.247769,8.354,8.354,0.189,0.908,7.839,27277897026
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.240607,8.421,8.338,2.082,10.373,23.339,27277825405
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.255944,8.175,8.338,0.132,0.410,8.002,27277978780
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.248633,8.026,8.341,2.387,10.615,23.654,27277905665
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.264282,8.337,8.341,0.123,0.884,8.005,27278062154
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.256998,8.366,8.343,2.269,10.522,23.631,27277989323
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.272722,8.441,8.343,0.186,0.609,7.907,27278146563
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.265084,8.085,8.355,2.446,10.625,23.901,27278070176
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.281124,8.402,8.355,0.187,0.551,7.860,27278230583
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.273217,8.133,8.336,2.536,10.757,24.104,27278151511
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.289484,8.360,8.336,0.241,0.422,7.837,27278314181
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.281667,8.450,8.357,2.337,10.694,24.011,27278236007
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.297789,8.305,8.357,0.193,0.480,7.889,27278397232
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.289911,8.244,8.310,2.476,10.720,24.078,27278318447
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.306186,8.397,8.310,0.256,1.670,7.803,27278481199
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.298341,8.430,8.368,2.312,10.566,24.016,27278402747
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.314450,8.264,8.368,0.199,1.715,7.907,27278563836
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.306683,8.342,8.320,2.242,10.508,23.994,27278486172
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.322828,8.378,8.320,0.221,1.699,7.849,27278647620
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.314663,7.979,8.372,2.554,10.858,24.386,27278565964
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.331162,8.334,8.372,0.189,1.690,7.886,27278730960
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.323147,8.485,8.340,2.396,11.255,24.241,27278650811
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.339718,8.556,8.340,0.205,0.644,7.670,27278816520
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.331512,8.365,8.349,2.896,11.173,24.225,27278734461
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.347792,8.074,8.349,0.258,0.821,7.946,27278897257
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.340321,8.809,8.335,2.369,10.626,23.752,27278822546
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.356277,8.486,8.335,0.250,0.632,7.795,27278982112
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.349247,8.927,8.353,1.737,10.032,23.178,27278911812
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.364554,8.277,8.353,0.192,0.517,7.871,27279064881
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.356851,7.604,8.339,2.447,10.662,23.914,27278987847
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.373034,8.480,8.339,0.278,0.677,7.731,27279149682
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.365746,8.896,8.354,1.795,10.313,23.373,27279076804
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.381160,8.126,8.354,0.182,0.844,7.959,27279230939
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.373517,7.770,8.335,2.587,10.829,23.937,27279154506
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.389638,8.478,8.335,0.197,0.528,7.816,27279315718
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.381908,8.391,8.354,2.435,10.647,23.900,27279238418
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.397956,8.318,8.354,0.269,0.582,7.852,27279398894
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.390084,8.176,8.346,2.508,10.741,24.070,27279320179
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.406154,8.198,8.346,0.141,0.454,8.000,27279480875
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.398575,8.491,8.318,2.275,10.509,23.896,27279405086
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.414463,8.310,8.318,0.120,0.549,8.008,27279563971
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.407010,8.436,8.382,2.066,10.436,23.843,27279489441
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.423101,8.638,8.382,0.204,1.668,7.752,27279650347
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.414872,7.862,8.325,2.612,10.850,24.306,27279568057
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.431473,8.372,8.325,0.233,1.626,7.705,27279734067
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.423231,8.359,8.357,2.521,10.889,24.305,27279651646
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.439772,8.299,8.357,0.275,1.724,7.763,27279817060
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.432078,8.847,8.333,2.073,10.376,23.791,27279740120
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.447977,8.204,8.333,0.197,1.657,7.892,27279899105
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.440378,8.300,8.345,2.102,10.206,23.836,27279823117
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.456469,8.492,8.345,0.253,1.409,7.745,27279984026
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.449408,9.031,8.320,1.189,9.431,23.126,27279913423
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.464852,8.383,8.320,0.228,1.354,7.683,27280067856
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.457060,7.651,8.373,1.803,10.125,23.847,27279989937
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.473175,8.323,8.373,0.288,0.460,7.732,27280151086
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.465260,8.200,8.361,1.921,10.913,24.008,27280071938
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.481407,8.232,8.361,0.236,0.702,7.862,27280233404
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.473134,7.874,8.311,3.073,11.294,24.445,27280150682
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.489754,8.348,8.311,0.268,0.531,7.825,27280316881
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.481889,8.755,8.386,2.562,10.885,24.076,27280238231
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.498065,8.311,8.386,0.176,0.590,7.900,27280399992
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.490280,8.391,8.305,2.515,10.686,23.991,27280322143
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.506576,8.511,8.305,0.329,1.770,7.695,27280485099
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.498727,8.447,8.359,2.257,10.587,23.903,27280406609
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.514924,8.348,8.359,0.233,1.770,7.706,27280568578
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.506853,8.126,8.329,2.486,10.812,24.106,27280487868
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.523253,8.329,8.329,0.218,0.312,7.705,27280651871
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.515571,8.719,8.354,2.117,10.557,23.741,27280575053
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.531488,8.234,8.354,0.185,0.525,7.825,27280734214
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.523478,7.907,8.331,2.676,10.886,24.165,27280654121
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.539980,8.493,8.331,0.248,1.727,7.662,27280819144
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.532219,8.741,8.347,2.161,10.938,23.771,27280741527
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.548172,8.191,8.347,0.169,0.288,7.819,27280901056
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,0.540744,70.975,83.420,0.000,10.815,23.584,27280826774
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.540471,8.253,8.337,2.708,11.219,23.856,27280824054
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.556482,8.311,8.337,0.172,0.491,7.845,27280984162
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.548841,8.370,8.363,2.877,11.157,23.849,27280907752
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.564757,8.275,8.363,0.246,0.574,7.933,27281066913
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.557728,8.887,8.330,2.288,10.531,23.292,27280996623
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.573157,8.400,8.330,0.232,0.420,7.863,27281150913
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.566190,8.461,8.357,2.102,10.479,23.187,27281081234
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.581540,8.382,8.357,0.192,0.495,7.837,27281234737
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.574349,8.159,8.335,2.341,10.590,23.363,27281162825
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.589919,8.379,8.335,0.222,0.833,7.792,27281318531
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.582464,8.115,8.369,2.491,10.683,23.616,27281243978
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.598066,8.146,8.369,0.176,0.540,8.014,27281399995
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.591015,8.551,8.321,2.169,10.440,23.386,27281329492
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.606264,8.199,8.321,0.080,0.413,8.137,27281481981
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.598754,7.738,8.366,2.723,10.898,24.013,27281406875
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.614684,8.419,8.366,0.149,0.861,8.083,27281566176
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.607451,8.697,8.304,2.222,10.607,23.620,27281493849
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.623392,8.708,8.304,0.243,0.562,7.679,27281653261
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.615340,7.889,8.356,2.746,10.953,24.087,27281572741
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.631586,8.193,8.356,0.186,0.824,7.841,27281735194
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.623956,8.616,8.343,2.361,10.760,23.814,27281658901
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.639969,8.384,8.343,0.244,0.705,7.801,27281819033
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.632306,8.350,8.357,2.446,10.798,23.820,27281742403
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.648267,8.298,8.357,0.198,0.743,7.860,27281902011
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.641011,8.705,8.353,2.127,10.314,23.469,27281829449
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.656647,8.380,8.353,0.187,0.524,7.832,27281985813
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.649231,8.220,8.319,2.111,10.331,23.568,27281911646
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.664953,8.305,8.319,0.199,0.377,7.846,27282068866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.657319,8.088,8.340,2.260,10.553,23.820,27281992526
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.673359,8.407,8.340,0.181,0.436,7.780,27282152931
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.665318,7.999,8.341,2.567,10.814,24.162,27282072518
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.681617,8.258,8.341,0.148,0.367,7.863,27282235511
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.673606,8.288,8.342,2.549,10.670,24.216,27282155402
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.689976,8.359,8.342,0.286,1.616,7.846,27282319101
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.681787,8.181,8.344,2.509,10.769,24.379,27282237208
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.698195,8.219,8.344,0.166,1.557,7.971,27282401286
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.689956,8.169,8.370,2.648,10.745,24.579,27282318902
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.706569,8.374,8.370,0.225,1.337,7.967,27282485026
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.698554,8.598,8.361,2.167,10.345,24.343,27282404879
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.715002,8.433,8.361,0.148,1.221,7.895,27282569360
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.706836,8.283,8.346,2.084,10.437,24.406,27282487704
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.723288,8.286,8.346,0.130,1.220,7.954,27282652221
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.714682,7.845,8.305,2.608,10.897,24.865,27282566158
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.731983,8.695,8.305,0.197,0.900,7.564,27282739167
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.722847,8.165,8.353,2.742,10.994,25.053,27282647812
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.740081,8.098,8.353,0.217,0.567,7.819,27282820147
