Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.767957,8.808,8.329,1.752,10.023,21.105
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.781344,8.447,8.329,0.169,0.881,7.718
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.775820,7.863,8.364,2.201,10.463,21.607
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.789628,8.283,8.364,0.202,0.881,7.799
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.784403,8.583,8.320,1.915,10.116,21.344
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.798023,8.396,8.320,0.161,0.666,7.724
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.792781,8.378,8.343,1.749,9.900,21.309
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.806209,8.186,8.343,0.151,0.657,7.881
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.800874,8.093,8.343,1.813,10.033,21.559
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.814564,8.355,8.343,0.250,0.539,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.808684,7.810,8.355,2.212,10.543,22.104
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.823012,8.448,8.355,0.173,0.453,7.777
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.817330,8.645,8.329,1.917,10.252,21.788
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.831515,8.503,8.329,0.167,1.402,7.603
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.825081,7.752,8.346,3.696,11.787,22.383
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.839564,8.050,8.346,0.144,1.509,7.900
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.834606,9.525,8.354,2.298,10.488,21.212
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.847981,8.416,8.354,0.154,1.260,7.837
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.842660,8.055,8.339,2.460,10.639,21.497
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.856200,8.220,8.339,0.138,1.337,7.957
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.851433,8.772,8.344,1.880,10.103,21.069
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.864635,8.434,8.344,0.168,1.126,7.867
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.858800,7.368,8.367,2.743,10.867,22.068
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.872963,8.329,8.367,0.147,0.943,7.905
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.867482,8.682,8.321,2.208,10.461,21.707
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.881334,8.371,8.321,0.166,0.714,7.855
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.875469,7.987,8.341,2.488,10.618,22.061
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.889640,8.305,8.341,0.174,0.610,7.891
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.884335,8.866,8.348,1.790,9.951,21.544
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.898017,8.377,8.348,0.149,0.483,7.861
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.892049,7.714,8.341,2.262,10.365,22.171
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.906372,8.355,8.341,0.150,1.530,7.848
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.900980,8.932,8.344,1.453,9.748,21.583
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.914721,8.349,8.344,0.161,1.340,7.842
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.908143,7.163,8.365,2.609,10.906,22.785
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.923052,8.331,8.365,0.155,1.391,7.877
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.916936,8.793,8.327,2.140,10.378,22.320
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.931439,8.387,8.327,0.160,1.156,7.817
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.925265,8.329,8.357,2.072,10.229,22.349
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.939734,8.295,8.357,0.164,1.054,7.879
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.933567,8.302,8.327,1.942,10.116,22.373
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.948156,8.422,8.327,0.226,0.834,7.784
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.941541,7.974,8.361,2.168,10.761,22.760
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.956504,8.348,8.361,0.189,1.107,7.797
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.949685,8.144,8.340,2.648,10.790,22.957
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.964772,8.268,8.340,0.167,1.005,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.957895,8.210,8.347,2.589,10.804,23.093
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.973120,8.348,8.347,0.211,0.986,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.966901,9.005,8.342,1.825,10.115,22.430
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.981513,8.394,8.342,0.172,0.948,7.818
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.974321,7.421,8.324,2.701,11.056,23.334
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.989805,8.292,8.324,0.252,0.816,7.850
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.983259,8.937,8.346,2.137,10.375,22.742
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.998153,8.348,8.346,0.145,0.786,7.848
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,0.991697,8.438,8.346,1.984,10.226,22.650
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.006492,8.338,8.346,0.226,0.800,7.855
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.000013,8.316,8.342,1.927,10.129,22.676
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.014825,8.333,8.342,0.192,0.683,7.864
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.007871,7.858,8.344,2.295,10.636,23.161
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.023285,8.460,8.344,0.186,0.561,7.747
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.016496,8.625,8.345,2.039,10.320,22.881
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.031569,8.284,8.345,0.230,0.551,7.808
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.024281,7.785,8.351,2.543,10.725,23.447
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.039905,8.335,8.351,0.245,0.949,7.823
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.032896,8.615,8.348,2.127,10.247,23.180
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.048259,8.355,8.348,0.210,0.802,7.817
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.040999,8.102,8.341,2.175,10.420,23.418
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.056785,8.526,8.341,0.204,0.500,7.632
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.049759,8.760,8.355,1.684,9.853,23.013
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.064971,8.186,8.355,0.207,0.542,7.801
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.057066,7.307,8.351,2.589,10.762,24.057
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.073330,8.359,8.351,0.212,1.738,7.793
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.066198,9.132,8.319,1.660,9.830,23.243
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.081713,8.383,8.319,0.226,1.621,7.728
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.073797,7.599,8.353,2.252,10.498,23.997
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.090026,8.313,8.353,0.163,1.407,7.768
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.082509,8.712,8.346,1.802,9.889,23.631
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.098431,8.405,8.346,0.224,1.161,7.709
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,1.099760,926.986,926.188,0.000,0.376,14.719
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.090102,7.593,8.339,2.312,10.916,24.377
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.106697,8.266,8.339,0.170,1.514,7.782
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.099246,9.144,8.330,1.786,9.933,23.563
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.115076,8.379,8.330,0.231,1.387,7.733
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.107356,8.109,8.359,1.831,10.155,23.812
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.123369,8.294,8.359,0.153,1.478,7.798
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.115592,8.237,8.327,1.935,10.218,23.903
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.131746,8.376,8.327,0.196,1.282,7.750
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.123071,7.479,8.356,2.749,10.912,24.779
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.140199,8.453,8.356,0.236,1.088,7.652
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.132457,9.386,8.347,1.546,9.793,23.740
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.148463,8.264,8.347,0.216,0.945,7.735
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.140123,7.666,8.349,2.152,10.275,24.423
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.156663,8.200,8.349,0.173,0.952,7.883
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.148812,8.688,8.340,1.615,9.774,24.075
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.165015,8.352,8.340,0.212,0.870,7.872
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,1.167627,67.867,66.774,0.000,1.201,13.626
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.156180,7.368,8.367,2.409,10.656,25.073
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.173368,8.353,8.367,0.140,1.321,7.885
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.164511,8.331,8.319,2.354,11.212,25.061
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.181759,8.391,8.319,0.136,1.325,7.813
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.172689,8.178,8.342,3.058,11.347,25.225
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.190041,8.282,8.342,0.152,1.180,7.873
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.181510,8.821,8.352,2.553,10.664,24.756
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.198478,8.438,8.352,0.168,0.895,7.788
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.189649,8.139,8.351,2.540,10.690,24.968
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.206721,8.243,8.351,0.165,0.777,7.896
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.198412,8.762,8.353,1.951,10.055,24.558
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.215147,8.426,8.353,0.185,0.613,7.823
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.206162,7.750,8.347,2.327,10.629,25.155
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.223446,8.299,8.347,0.143,0.542,7.871
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.214547,8.385,8.322,2.268,10.452,25.092
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.231848,8.402,8.322,0.154,0.389,7.791
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.222508,7.962,8.335,2.510,10.842,25.465
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.240134,8.286,8.335,0.188,1.086,7.840
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.231125,8.617,8.357,2.243,10.297,25.205
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.248475,8.341,8.357,0.301,1.011,7.855
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.239151,8.026,8.345,2.288,10.519,25.525
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.256770,8.295,8.345,0.163,0.953,7.905
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.248478,9.328,8.370,1.237,9.425,24.567
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.265164,8.394,8.370,0.153,0.737,7.881
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.255571,7.093,8.323,2.371,10.515,25.797
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.273468,8.304,8.323,0.138,0.530,7.899
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.263888,8.317,8.335,2.235,10.291,25.815
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.282019,8.550,8.335,0.288,0.472,7.684
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.272029,8.142,8.351,2.183,9.934,26.024
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.290259,8.240,8.351,0.303,0.554,7.795
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.280243,8.214,8.354,1.744,9.992,26.164
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.298585,8.327,8.354,0.161,1.546,7.821
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.288302,8.059,8.357,1.941,10.046,26.462
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.306713,8.127,8.357,0.118,1.525,8.051
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,1.296172,7.870,0.000,2.198,10.294,0.000
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.303729,7.557,8.322,2.772,11.027,19.356
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.315273,8.560,8.322,0.152,1.262,7.813
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.312773,9.044,8.348,1.949,10.321,18.660
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.323629,8.357,8.348,0.160,1.237,7.804
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.320266,7.494,8.338,2.813,11.015,19.505
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.332095,8.465,8.338,0.166,0.984,7.676
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.329103,8.837,8.337,2.198,10.408,19.005
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.340318,8.223,8.337,0.176,0.932,7.791
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.336957,7.854,8.337,2.577,10.734,19.489
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.348617,8.299,8.337,0.191,0.803,7.829
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.345352,8.395,8.345,2.354,10.419,19.438
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.356955,8.338,8.345,0.159,0.552,7.836
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.353335,7.982,8.356,2.447,10.625,19.812
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.365274,8.319,8.356,0.172,0.373,7.872
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.362039,8.704,8.351,1.907,10.201,19.459
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.373635,8.361,8.351,0.197,0.698,7.863
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.370434,8.395,8.337,1.838,9.946,19.401
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.382045,8.410,8.337,0.176,0.490,7.790
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.378197,7.762,8.343,2.203,10.423,19.982
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.390486,8.442,8.343,0.207,0.680,7.692
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.385950,7.754,8.361,2.696,10.931,20.590
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.398763,8.277,8.361,0.168,0.604,7.777
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.394561,8.611,8.355,2.345,10.542,20.333
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.407072,8.309,8.355,0.191,0.534,7.822
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.402624,8.062,8.316,2.501,10.726,20.587
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.415553,8.481,8.316,0.295,0.505,7.658
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.410989,8.365,8.345,2.384,10.932,20.568
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.423772,8.219,8.345,0.170,0.619,7.784
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.419308,8.319,8.374,2.628,10.831,20.623
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.432257,8.485,8.374,0.207,0.591,7.674
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.427817,8.509,8.322,2.347,10.660,20.436
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.440551,8.295,8.322,0.157,0.479,7.701
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.435904,8.087,8.353,2.596,10.911,20.702
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.448807,8.255,8.353,0.183,0.547,7.799
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.444185,8.281,8.336,2.662,10.887,20.756
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.457089,8.282,8.336,0.152,0.516,7.853
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.452813,8.629,8.341,2.276,10.489,20.469
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.465523,8.434,8.341,0.160,2.013,7.760
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.460828,8.015,8.336,2.515,10.746,20.791
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.473769,8.246,8.336,0.173,2.005,7.850
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.469236,8.408,8.357,2.361,10.508,20.740
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.482144,8.374,8.357,0.212,1.808,7.832
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.477209,7.973,8.343,2.572,10.730,21.109
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.490493,8.350,8.343,0.185,1.646,7.825
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.486094,8.885,8.351,1.857,10.018,20.576
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.498858,8.364,8.351,0.152,1.528,7.812
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.493595,7.501,8.337,2.546,10.754,21.412
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.507144,8.287,8.337,0.147,1.367,7.863
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.501961,8.366,8.339,2.420,10.519,21.386
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.515562,8.417,8.339,0.211,1.080,7.785
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.510371,8.410,8.339,2.145,10.324,21.314
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.523859,8.298,8.339,0.144,1.067,7.827
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.518861,8.489,8.344,1.870,10.231,21.169
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.532098,8.239,8.344,0.112,1.232,7.932
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.526654,7.793,8.348,2.461,10.791,21.723
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.540516,8.418,8.348,0.144,1.044,7.862
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,1.535100,8.446,8.341,2.350,10.514,21.619
