Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.790402,8.298,8.352,0.237,0.428,7.775
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.782874,6.873,8.336,2.067,10.498,23.639
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.798837,8.436,8.336,0.263,0.427,7.675
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.791454,8.580,8.357,1.940,10.258,23.416
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.807059,8.222,8.357,0.252,0.478,7.810
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.799847,8.393,8.359,1.888,10.222,23.382
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.815372,8.313,8.359,0.172,0.534,7.857
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.807644,7.797,8.319,2.449,10.578,23.904
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.823571,8.199,8.319,0.157,0.458,7.977
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.816274,8.630,8.350,1.948,10.093,23.624
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.832085,8.514,8.350,0.176,1.521,7.813
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.825335,9.060,8.318,1.036,9.234,22.882
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.840422,8.337,8.318,0.144,1.361,7.794
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.832681,7.346,8.373,1.900,10.068,23.908
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.848694,8.272,8.373,0.157,1.303,7.895
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.840262,7.582,8.338,2.496,10.880,24.664
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.856877,8.182,8.338,0.081,1.571,8.050
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.848840,8.577,8.326,2.328,10.560,24.413
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.865396,8.519,8.326,0.170,1.271,7.857
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.856929,8.089,8.352,2.490,10.690,24.676
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.873749,8.353,8.352,0.152,1.101,7.856
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.865904,8.975,8.346,1.736,9.904,24.047
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.882100,8.351,8.346,0.174,0.934,7.851
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.873291,7.387,8.344,2.537,10.744,25.003
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.890351,8.251,8.344,0.218,0.952,7.944
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.881703,8.411,8.344,2.353,10.566,24.936
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.898859,8.508,8.344,0.153,0.623,7.780
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.889568,7.866,8.325,2.708,10.883,25.395
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.907106,8.247,8.325,0.171,0.572,7.858
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.898989,9.421,8.364,1.477,9.652,24.338
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.915429,8.323,8.364,0.154,0.494,7.899
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.906688,7.698,8.349,1.969,10.200,24.989
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.923802,8.374,8.349,0.164,1.056,7.874
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.914631,7.943,8.348,2.273,10.425,25.393
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.932173,8.371,8.348,0.149,0.902,7.851
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.922555,7.924,8.335,2.520,10.708,25.804
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.940548,8.375,8.335,0.166,0.621,7.810
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.931551,8.996,8.348,1.752,9.802,25.156
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.948832,8.284,8.348,0.210,0.741,7.875
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.938821,7.270,8.346,2.567,11.133,26.232
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.957216,8.384,8.346,0.192,0.689,7.837
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.948921,10.100,8.362,1.075,9.231,24.494
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.965615,8.399,8.362,0.190,0.559,7.800
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.955499,6.578,8.317,2.693,10.864,26.233
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.973884,8.269,8.317,0.137,0.447,7.848
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.965766,10.268,8.350,0.621,8.771,24.315
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.982230,8.346,8.350,0.312,0.589,7.852
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.972089,6.323,8.346,2.455,10.171,26.338
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.990585,8.355,8.346,0.166,0.639,7.842
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.981245,9.156,8.338,1.020,9.403,25.520
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,7.998948,8.363,8.338,0.299,0.594,7.817
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.988032,6.787,8.347,2.636,10.933,27.081
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.007237,8.288,8.347,0.229,0.550,7.876
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,7.996716,8.684,8.369,2.266,10.497,26.765
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.015656,8.420,8.369,0.156,1.530,7.825
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.004746,8.030,8.324,2.471,10.696,27.058
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.023972,8.315,8.324,0.187,1.337,7.833
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,8.013678,8.932,0.000,1.786,9.890,0.000
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.021334,7.656,8.348,2.244,10.362,18.818
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.032345,8.374,8.348,0.154,1.090,7.807
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.029793,8.458,8.348,1.918,10.095,18.707
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.040621,8.276,8.348,0.138,1.002,7.879
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.037718,7.925,8.316,2.191,10.461,19.099
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.048982,8.361,8.316,0.139,0.921,7.834
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.045778,8.060,8.345,2.422,10.660,19.383
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.057355,8.372,8.345,0.169,0.819,7.807
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.054636,8.858,8.366,1.786,10.004,18.891
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.065675,8.321,8.366,0.163,0.762,7.852
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.062338,7.702,8.326,2.290,10.806,19.515
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.074070,8.394,8.326,0.164,0.804,7.784
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.070623,8.285,8.348,2.511,10.798,19.579
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.082431,8.362,8.348,0.184,0.728,7.770
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.079472,8.850,8.341,1.938,10.144,19.069
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.090690,8.259,8.341,0.181,0.702,7.852
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.087128,7.656,8.366,2.511,10.707,19.779
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.099068,8.378,8.366,0.177,0.551,7.839
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,8.104435,937.523,934.530,0.000,1.178,10.791
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.095707,8.578,8.319,2.170,10.783,19.520
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.107373,8.305,8.319,0.145,0.895,7.854
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.104186,8.479,8.342,2.328,10.481,19.384
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.115704,8.331,8.342,0.160,0.739,7.865
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.112645,8.460,8.375,2.042,10.268,19.299
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.124040,8.335,8.375,0.156,0.614,7.905
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.120628,7.982,8.342,2.300,10.404,19.659
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.132468,8.428,8.342,0.205,0.664,7.819
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.129014,8.386,8.337,2.049,10.182,19.610
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.140822,8.354,8.337,0.207,0.535,7.802
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.137076,8.062,8.345,2.134,10.263,19.894
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.149257,8.435,8.345,0.288,0.499,7.713
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.145295,8.219,8.344,2.058,10.373,20.019
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.157553,8.296,8.344,0.264,0.535,7.761
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.153508,8.213,8.321,2.183,10.579,20.127
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.165939,8.386,8.321,0.215,0.348,7.695
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,8.169868,65.433,66.750,0.000,0.912,12.109
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.162125,8.617,8.342,1.983,10.922,19.852
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.174138,8.199,8.342,0.172,0.661,7.839
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.170301,8.176,8.357,2.760,10.945,20.032
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.182499,8.361,8.357,0.155,0.524,7.835
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.179053,8.751,8.350,2.211,10.339,19.631
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.190772,8.273,8.350,0.139,0.746,7.912
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.187019,7.967,8.350,2.391,10.508,20.015
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.199277,8.506,8.350,0.217,0.340,7.757
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.195589,8.569,8.356,1.948,10.261,19.801
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.207530,8.253,8.356,0.168,0.420,7.860
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.203563,7.974,8.351,2.293,10.416,20.178
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.215994,8.464,8.351,0.207,0.430,7.747
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.211716,8.152,8.321,2.284,10.535,20.347
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.224259,8.265,8.321,0.313,0.620,7.803
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.219839,8.124,8.354,2.432,10.610,20.577
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.232662,8.403,8.354,0.163,1.935,7.754
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.228323,8.483,8.340,2.145,10.340,20.433
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.240920,8.258,8.340,0.174,1.926,7.836
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.236428,8.105,8.340,2.266,10.385,20.668
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.249267,8.347,8.340,0.180,1.729,7.829
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.244744,8.316,8.347,2.078,10.269,20.699
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.257633,8.366,8.347,0.159,1.527,7.810
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.252541,7.797,8.341,2.477,10.920,21.243
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.266014,8.381,8.341,0.259,1.621,7.770
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.260861,8.319,8.345,2.603,10.880,21.268
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.274404,8.390,8.345,0.185,1.482,7.725
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.269539,8.679,8.348,2.202,10.330,20.938
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.282680,8.275,8.348,0.152,1.372,7.797
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.277641,8.102,8.354,2.254,10.364,21.190
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.290732,8.052,8.354,0.100,1.465,8.099
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.285610,7.969,8.324,2.410,10.692,21.545
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.299117,8.385,8.324,0.086,1.369,8.038
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.293777,8.167,8.352,2.535,10.758,21.730
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.307623,8.506,8.352,0.162,1.038,7.884
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.302213,8.436,8.341,2.340,10.426,21.635
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.316003,8.380,8.341,0.148,0.825,7.845
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.310205,7.992,8.342,2.459,10.634,21.985
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.324285,8.282,8.342,0.182,0.702,7.905
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.318815,8.610,8.357,2.030,10.226,21.732
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.332684,8.399,8.357,0.147,0.526,7.863
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.326560,7.745,8.346,2.496,10.676,22.333
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.340999,8.315,8.346,0.147,0.362,7.894
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.334831,8.270,8.337,2.427,10.699,22.400
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.349361,8.362,8.337,0.150,1.360,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.343152,8.322,8.344,2.408,10.499,22.422
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.357696,8.335,8.344,0.234,1.153,7.878
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.351910,8.758,8.346,1.750,10.069,22.010
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.366078,8.382,8.346,0.143,1.129,7.842
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.359505,7.595,8.347,2.492,10.702,22.762
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.374409,8.331,8.347,0.173,0.966,7.858
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.367692,8.187,8.339,2.510,10.614,22.914
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.382830,8.421,8.339,0.158,0.855,7.776
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.376204,8.512,8.337,2.134,10.438,22.740
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.391068,8.238,8.337,0.184,0.942,7.875
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.384548,8.345,8.364,2.119,10.342,22.760
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.399415,8.347,8.364,0.202,0.716,7.893
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.392521,7.972,8.330,2.386,10.507,23.118
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.407817,8.402,8.330,0.179,0.607,7.822
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.401092,8.571,8.340,1.959,10.214,22.887
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.416110,8.293,8.340,0.185,0.452,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.408924,7.832,8.351,2.397,10.551,23.405
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.424519,8.409,8.351,0.209,0.737,7.810
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.417473,8.549,8.344,2.018,10.191,23.200
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.432849,8.330,8.344,0.181,0.524,7.824
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.425227,7.754,8.332,2.459,10.488,23.779
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.440904,8.056,8.332,0.080,0.750,8.101
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.433551,8.324,8.353,2.185,10.419,23.808
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.449337,8.433,8.353,0.140,0.541,8.021
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.441583,8.032,8.328,2.395,10.602,24.104
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.457659,8.322,8.328,0.112,1.688,8.028
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.449771,8.188,8.350,2.434,10.539,24.265
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.466026,8.368,8.350,0.119,0.280,8.010
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.458434,8.663,8.353,1.903,10.422,23.956
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.474323,8.296,8.353,0.083,0.402,8.067
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.466164,7.730,8.336,2.699,10.966,24.561
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.483125,8.802,8.336,0.220,1.329,7.600
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.474741,8.577,8.370,2.405,10.678,24.354
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.491267,8.143,8.370,0.183,1.399,7.828
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.483409,8.668,8.330,2.017,10.213,24.016
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.499641,8.374,8.330,0.189,1.153,7.784
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.491390,7.981,8.350,2.257,10.361,24.385
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.507909,8.268,8.350,0.213,1.136,7.866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.500077,8.687,8.329,1.678,9.926,24.027
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.516288,8.379,8.329,0.143,0.899,7.815
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.507848,7.771,8.356,2.174,10.297,24.612
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.524552,8.264,8.356,0.159,0.795,7.908
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.516036,8.188,8.347,2.136,10.288,24.772
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.532955,8.403,8.347,0.183,0.519,7.852
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.523778,7.743,8.333,2.543,10.675,25.362
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.541266,8.311,8.333,0.175,1.081,7.874
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.532403,8.625,8.348,2.062,10.143,25.085
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.549596,8.330,8.348,0.259,1.030,7.892
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,8.540216,7.813,8.362,2.351,10.608,25.634
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,8.557965,8.369,8.362,0.205,0.754,7.884
